,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
2435,Danny Boyle,Michael Fassbender,BiographyDrama,Kate Winslet,Steve Jobs,Michael Stuhlbarg,Danny Boyle Michael Fassbender BiographyDrama Kate Winslet Michael Stuhlbarg
2436,Chris Columbus,Marie Avgeropoulos,ComedyRomance,Alan Ruck,"I Love You, Beth Cooper",Shawn Roberts,Chris Columbus Marie Avgeropoulos ComedyRomance Alan Ruck Shawn Roberts
2437,Miguel Arteta,Ari Graynor,ComedyDramaRomance,Steve Buscemi,Youth in Revolt,Fred Willard,Miguel Arteta Ari Graynor ComedyDramaRomance Steve Buscemi Fred Willard
2438,William A. Fraker,Richard Farnsworth,ActionAdventureWestern,Jason Robards,The Legend of the Lone Ranger,Michael Horse,William A. Fraker Richard Farnsworth ActionAdventureWestern Jason Robards Michael Horse
2439,John Boorman,Jamie Lee Curtis,DramaThriller,Daniel Radcliffe,The Tailor of Panama,Mark Margolis,John Boorman Jamie Lee Curtis DramaThriller Daniel Radcliffe Mark Margolis
2440,Brian De Palma,Dennis Franz,MysteryThriller,Nancy Allen,Blow Out,John McMartin,Brian De Palma Dennis Franz MysteryThriller Nancy Allen John McMartin
2441,Courtney Solomon,Paul Freeman,ActionCrimeThriller,Rebecca Budig,Getaway,Bruce Payne,Courtney Solomon Paul Freeman ActionCrimeThriller Rebecca Budig Bruce Payne
2442,Ang Lee,Kate Burton,Drama,Joan Allen,The Ice Storm,Henry Czerny,Ang Lee Kate Burton Drama Joan Allen Henry Czerny
2443,Rob Reiner,Annie Parisse,ComedyDramaRomance,Yaya DaCosta,And So It Goes,Frankie Valli,Rob Reiner Annie Parisse ComedyDramaRomance Yaya DaCosta Frankie Valli
2444,Jeff Kanew,Shelley Long,AdventureComedy,Craig T. Nelson,Troop Beverly Hills,Kellie Martin,Jeff Kanew Shelley Long AdventureComedy Craig T. Nelson Kellie Martin
2445,István Szabó,Shaun Evans,ComedyDramaRomance,Miriam Margolyes,Being Julia,Juliet Stevenson,István Szabó Shaun Evans ComedyDramaRomance Miriam Margolyes Juliet Stevenson
2446,Adrian Lyne,Karen Young,DramaRomance,David Margulies,9½ Weeks,Kim Chan,Adrian Lyne Karen Young DramaRomance David Margulies Kim Chan
2447,Matthew Robbins,Ralph Richardson,ActionAdventureFantasy,Ian McDiarmid,Dragonslayer,Albert Salmi,Matthew Robbins Ralph Richardson ActionAdventureFantasy Ian McDiarmid Albert Salmi
2448,Michael Hoffman,Kerry Condon,BiographyDramaRomance,David Masterson,The Last Station,Anne-Marie Duff,Michael Hoffman Kerry Condon BiographyDramaRomance David Masterson Anne-Marie Duff
2449,Tim Burton,Bill Murray,BiographyComedyDrama,Johnny Depp,Ed Wood,Martin Landau,Tim Burton Bill Murray BiographyComedyDrama Johnny Depp Martin Landau
2450,Jason Reitman,Kate Winslet,Drama,J.K. Simmons,Labor Day,Brooke Smith,Jason Reitman Kate Winslet Drama J.K. Simmons Brooke Smith
2451,Sergey Bodrov,Khulan Chuluun,AdventureBiographyDramaHistoryWar,Tadanobu Asano,Mongol: The Rise of Genghis Khan,Honglei Sun,Sergey Bodrov Khulan Chuluun AdventureBiographyDramaHistoryWar Tadanobu Asano Honglei Sun
2452,Guy Ritchie,Gerard Butler,ActionCrimeThriller,Tom Hardy,RocknRolla,Tom Wilkinson,Guy Ritchie Gerard Butler ActionCrimeThriller Tom Hardy Tom Wilkinson
2453,Hal Needham,Michael Beck,ActionSci-Fi,Barry Bostwick,Megaforce,Henry Silva,Hal Needham Michael Beck ActionSci-Fi Barry Bostwick Henry Silva
2454,Kenneth Branagh,Brian Blessed,Drama,Julie Christie,Hamlet,Richard Briers,Kenneth Branagh Brian Blessed Drama Julie Christie Richard Briers
2455,Bruce Beresford,Suzie Steen,BiographyDramaMusicRomance,Bruce Greenwood,Mao's Last Dancer,Aden Young,Bruce Beresford Suzie Steen BiographyDramaMusicRomance Bruce Greenwood Aden Young
2456,Jeff Nichols,Sam Shepard,AdventureDramaSci-FiThriller,Kirsten Dunst,Midnight Special,Paul Sparks,Jeff Nichols Sam Shepard AdventureDramaSci-FiThriller Kirsten Dunst Paul Sparks
2457,Woody Allen,Stockard Channing,ComedyRomance,Woody Allen,Anything Else,Fisher Stevens,Woody Allen Stockard Channing ComedyRomance Woody Allen Fisher Stevens
2458,Jonathan Teplitzky,Colin Firth,BiographyDramaRomanceWar,Jeremy Irvine,The Railway Man,Sam Reid,Jonathan Teplitzky Colin Firth BiographyDramaRomanceWar Jeremy Irvine Sam Reid
2460,Michael Haneke,Burghart Klaußner,DramaMystery,Ulrich Tukur,The White Ribbon,Leonie Benesch,Michael Haneke Burghart Klaußner DramaMystery Ulrich Tukur Leonie Benesch
2461,Zack Ward,Anna Harr,Horror,Zack Ward,Restoration,James Cullen Bressack,Zack Ward Anna Harr Horror Zack Ward James Cullen Bressack
2462,Mike Marvin,Randy Quaid,ActionHorrorRomanceSci-FiThriller,Clint Howard,The Wraith,Nick Cassavetes,Mike Marvin Randy Quaid ActionHorrorRomanceSci-FiThriller Clint Howard Nick Cassavetes
2463,D.J. Caruso,Meat Loaf,CrimeDramaMysteryThriller,Adam Goldberg,The Salton Sea,Anthony LaPaglia,D.J. Caruso Meat Loaf CrimeDramaMysteryThriller Adam Goldberg Anthony LaPaglia
2464,Nimród Antal,Mackenzie Gray,Music,James Hetfield,Metallica Through the Never,Lars Ulrich,Nimród Antal Mackenzie Gray Music James Hetfield Lars Ulrich
2465,Gregor Jordan,Brad Renfro,CrimeDramaThriller,Austin Nichols,The Informers,Lou Taylor Pucci,Gregor Jordan Brad Renfro CrimeDramaThriller Austin Nichols Lou Taylor Pucci
2467,Tran Anh Hung,Simón Andreu,Thriller,Takuya Kimura,I Come with the Rain,Shawn Yue,Tran Anh Hung Simón Andreu Thriller Takuya Kimura Shawn Yue
2468,Lance Hool,Joaquim de Almeida,ActionDramaHistoryRomanceWarWestern,Tom Berenger,One Man's Hero,Mark Moses,Lance Hool Joaquim de Almeida ActionDramaHistoryRomanceWarWestern Tom Berenger Mark Moses
2469,George A. Romero,John Amplas,Horror,Greg Nicotero,Day of the Dead,Joseph Pilato,George A. Romero John Amplas Horror Greg Nicotero Joseph Pilato
2470,Chuck Russell,Rebecca De Mornay,ActionCrimeDramaThriller,Sam Trammell,I Am Wrath,Amanda Schull,Chuck Russell Rebecca De Mornay ActionCrimeDramaThriller Sam Trammell Amanda Schull
2471,Christian Volckman,Catherine McCormack,ActionAnimationSci-FiThriller,Romola Garai,Renaissance,Kevork Malikyan,Christian Volckman Catherine McCormack ActionAnimationSci-FiThriller Romola Garai Kevork Malikyan
2472,Jon Cassar,Landon Liboiron,DramaWestern,Demi Moore,Forsaken,Michael Wincott,Jon Cassar Landon Liboiron DramaWestern Demi Moore Michael Wincott
2473,Richard Fleischer,Brigitte Nielsen,ActionAdventureFantasy,Ernie Reyes Jr.,Red Sonja,Sandahl Bergman,Richard Fleischer Brigitte Nielsen ActionAdventureFantasy Ernie Reyes Jr. Sandahl Bergman
2474,Rodrigo Cortés,Toby Jones,DramaHorrorMysteryThriller,Robert De Niro,Red Lights,Craig Roberts,Rodrigo Cortés Toby Jones DramaHorrorMysteryThriller Robert De Niro Craig Roberts
2475,Greg Mottola,Joe Lo Truglio,Comedy,Emma Stone,Superbad,Kevin Corrigan,Greg Mottola Joe Lo Truglio Comedy Emma Stone Kevin Corrigan
2476,Tyler Perry,Keshia Knight Pulliam,ComedyCrimeDrama,Vanessa Ferlito,Madea Goes to Jail,Derek Luke,Tyler Perry Keshia Knight Pulliam ComedyCrimeDrama Vanessa Ferlito Derek Luke
2477,David Hayter,Jennifer Hale,ActionHorror,Jason Momoa,Wolves,Stephen McHattie,David Hayter Jennifer Hale ActionHorror Jason Momoa Stephen McHattie
2478,Jon M. Chu,Mari Koda,DramaMusicMusicalRomance,Cassie Ventura,Step Up 2: The Streets,Luis Rosado,Jon M. Chu Mari Koda DramaMusicMusicalRomance Cassie Ventura Luis Rosado
2479,Cory Edwards,Chazz Palminteri,ActionAnimationComedyCrimeFamily,Anne Hathaway,Hoodwinked!,Jim Belushi,Cory Edwards Chazz Palminteri ActionAnimationComedyCrimeFamily Anne Hathaway Jim Belushi
2480,Terry George,Sophie Okonedo,DramaHistoryWar,Don Cheadle,Hotel Rwanda,Hakeem Kae-Kazim,Terry George Sophie Okonedo DramaHistoryWar Don Cheadle Hakeem Kae-Kazim
2481,Xavier Gens,Dougray Scott,ActionCrimeDramaThriller,Henry Ian Cusick,Hitman,Ulrich Thomsen,Xavier Gens Dougray Scott ActionCrimeDramaThriller Henry Ian Cusick Ulrich Thomsen
2482,Kasi Lemmons,Mary J. Blige,DramaFamilyMusicMusical,Jennifer Hudson,Black Nativity,Vondie Curtis-Hall,Kasi Lemmons Mary J. Blige DramaFamilyMusicMusical Jennifer Hudson Vondie Curtis-Hall
2483,Brian A Miller,50 Cent,ActionThriller,Bruce Willis,The Prince,Jessica Lowndes,Brian A Miller 50 Cent ActionThriller Bruce Willis Jessica Lowndes
2484,Matt Dillon,Shawn Andrews,CrimeDramaThriller,Kirk Fox,City of Ghosts,Rob Campbell,Matt Dillon Shawn Andrews CrimeDramaThriller Kirk Fox Rob Campbell
2485,Alejandro Amenábar,Elaine Cassidy,FantasyHorrorThriller,Fionnula Flanagan,The Others,Eric Sykes,Alejandro Amenábar Elaine Cassidy FantasyHorrorThriller Fionnula Flanagan Eric Sykes
2486,James Cameron,Carrie Henn,ActionAdventureSci-Fi,Michael Biehn,Aliens,Jenette Goldstein,James Cameron Carrie Henn ActionAdventureSci-Fi Michael Biehn Jenette Goldstein
2487,George Cukor,Rex Harrison,DramaFamilyMusicalRomance,Jeremy Brett,My Fair Lady,Theodore Bikel,George Cukor Rex Harrison DramaFamilyMusicalRomance Jeremy Brett Theodore Bikel
2488,Jim Gillespie,Sarah Michelle Gellar,HorrorMysteryThriller,Muse Watson,I Know What You Did Last Summer,Anne Heche,Jim Gillespie Sarah Michelle Gellar HorrorMysteryThriller Muse Watson Anne Heche
2489,Luke Greenfield,Damon Wayans Jr.,Comedy,Rob Riggle,Let's Be Cops,James D'Arcy,Luke Greenfield Damon Wayans Jr. Comedy Rob Riggle James D'Arcy
2490,Alexander Payne,Patrick Gallagher,AdventureComedyDramaRomance,Virginia Madsen,Sideways,M.C. Gainey,Alexander Payne Patrick Gallagher AdventureComedyDramaRomance Virginia Madsen M.C. Gainey
2491,Jay Chandrasekhar,Owain Yeoman,Comedy,Chris Moss,Beerfest,Jay Chandrasekhar,Jay Chandrasekhar Owain Yeoman Comedy Chris Moss Jay Chandrasekhar
2492,John Carpenter,Donald Pleasence,HorrorThriller,Jamie Lee Curtis,Halloween,P.J. Soles,John Carpenter Donald Pleasence HorrorThriller Jamie Lee Curtis P.J. Soles
2493,Yimou Zhang,Tony Chiu Wai Leung,ActionAdventureHistory,Jet Li,Hero,Maggie Cheung,Yimou Zhang Tony Chiu Wai Leung ActionAdventureHistory Jet Li Maggie Cheung
2494,John Hoffman,Molly Shannon,ComedyDramaFamilyFantasySci-Fi,Liam Aiken,Good Boy!,Kevin Nealon,John Hoffman Molly Shannon ComedyDramaFamilyFantasySci-Fi Liam Aiken Kevin Nealon
2495,Malcolm D. Lee,Sanaa Lathan,ComedyDrama,Harold Perrineau,The Best Man Holiday,Eddie Cibrian,Malcolm D. Lee Sanaa Lathan ComedyDrama Harold Perrineau Eddie Cibrian
2496,Joe Carnahan,Common,ActionCrimeDramaThriller,Ryan Reynolds,Smokin' Aces,Alex Rocco,Joe Carnahan Common ActionCrimeDramaThriller Ryan Reynolds Alex Rocco
2497,Kevin Greutert,Gina Holden,HorrorMystery,Costas Mandylor,Saw 3D: The Final Chapter,Betsy Russell,Kevin Greutert Gina Holden HorrorMystery Costas Mandylor Betsy Russell
2498,Michael Lehmann,Vinessa Shaw,ComedyRomance,Emmanuelle Vaugier,40 Days and 40 Nights,Paulo Costanzo,Michael Lehmann Vinessa Shaw ComedyRomance Emmanuelle Vaugier Paulo Costanzo
2499,Joseph Kosinski,Olivia Wilde,ActionAdventureSci-Fi,Jeff Bridges,TRON: Legacy,James Frain,Joseph Kosinski Olivia Wilde ActionAdventureSci-Fi Jeff Bridges James Frain
2500,John Fortenberry,Chris Kattan,ComedyMusicRomance,Will Ferrell,A Night at the Roxbury,Dan Hedaya,John Fortenberry Chris Kattan ComedyMusicRomance Will Ferrell Dan Hedaya
2501,Daniel Barnz,Mary-Kate Olsen,DramaFantasyRomance,Alex Pettyfer,Beastly,Erik Knudsen,Daniel Barnz Mary-Kate Olsen DramaFantasyRomance Alex Pettyfer Erik Knudsen
2502,Alexandre Aja,Greg Nicotero,Horror,Dan Byrd,The Hills Have Eyes,Vinessa Shaw,Alexandre Aja Greg Nicotero Horror Dan Byrd Vinessa Shaw
2503,Sam Weisman,Jenna Boyd,Comedy,Kevin Grevioux,Dickie Roberts: Former Child Star,Mary McCormack,Sam Weisman Jenna Boyd Comedy Kevin Grevioux Mary McCormack
2504,Niki Caro,Valente Rodriguez,BiographyDramaSport,Morgan Saylor,"McFarland, USA",Diana Maria Riva,Niki Caro Valente Rodriguez BiographyDramaSport Morgan Saylor Diana Maria Riva
2505,Erik White,Loretta Devine,Comedy,Brandon T. Jackson,Lottery Ticket,Shad Moss,Erik White Loretta Devine Comedy Brandon T. Jackson Shad Moss
2506,Chris Robinson,Adam Boyer,ComedyCrimeDramaMusicRomance,T.I.,ATL,Malika,Chris Robinson Adam Boyer ComedyCrimeDramaMusicRomance T.I. Malika
2507,Jason Moore,Hana Mae Lee,ComedyMusicRomance,Anna Kendrick,Pitch Perfect,Ben Platt,Jason Moore Hana Mae Lee ComedyMusicRomance Anna Kendrick Ben Platt
2508,Michael Tollin,Brian Dennehy,ComedyDramaRomanceSport,Marc Blucas,Summer Catch,Bruce Davison,Michael Tollin Brian Dennehy ComedyDramaRomanceSport Marc Blucas Bruce Davison
2509,Sam Raimi,Bridget Fonda,CrimeDramaThriller,Gary Cole,A Simple Plan,Chelcie Ross,Sam Raimi Bridget Fonda CrimeDramaThriller Gary Cole Chelcie Ross
2510,Robert Harmon,Ethan Embry,HorrorMysteryThriller,Alexander Gould,They,Marc Blucas,Robert Harmon Ethan Embry HorrorMysteryThriller Alexander Gould Marc Blucas
2511,Trent Cooper,Larry the Cable Guy,ComedyRomance,Thomas F. Wilson,Larry the Cable Guy: Health Inspector,Megyn Price,Trent Cooper Larry the Cable Guy ComedyRomance Thomas F. Wilson Megyn Price
2512,Gary Halvorson,Kevin Clash,AdventureComedyFamilyFantasyMusical,Vanessa Williams,The Adventures of Elmo in Grouchland,Caroll Spinney,Gary Halvorson Kevin Clash AdventureComedyFamilyFantasyMusical Vanessa Williams Caroll Spinney
2513,Antoine Fuqua,Lili Taylor,CrimeDramaThriller,Don Cheadle,Brooklyn's Finest,Armando Riesco,Antoine Fuqua Lili Taylor CrimeDramaThriller Don Cheadle Armando Riesco
2514,Nicholas Ray,David Niven,ActionAdventureDramaHistoryWar,Ava Gardner,55 Days at Peking,John Ireland,Nicholas Ray David Niven ActionAdventureDramaHistoryWar Ava Gardner John Ireland
2515,Fede Alvarez,Elizabeth Blackmore,Horror,Lou Taylor Pucci,Evil Dead,Ellen Sandweiss,Fede Alvarez Elizabeth Blackmore Horror Lou Taylor Pucci Ellen Sandweiss
2516,Donald Petrie,Harland Williams,ComedyRomance,Nia Vardalos,My Life in Ruins,Rachel Dratch,Donald Petrie Harland Williams ComedyRomance Nia Vardalos Rachel Dratch
2517,Paul Weitz,Dennis Quaid,ComedyMusic,Judy Greer,American Dreamz,Chris Klein,Paul Weitz Dennis Quaid ComedyMusic Judy Greer Chris Klein
2518,Sidney J. Furie,Margot Kidder,ActionAdventureFamilySci-Fi,Jim Broadbent,Superman IV: The Quest for Peace,William Hootkins,Sidney J. Furie Margot Kidder ActionAdventureFamilySci-Fi Jim Broadbent William Hootkins
2519,Ian Iqbal Rashid,Clé Bennett,Drama,DeRay Davis,How She Move,Conrad Coates,Ian Iqbal Rashid Clé Bennett Drama DeRay Davis Conrad Coates
2520,Wayne Kramer,Chazz Palminteri,ActionCrimeDramaThriller,Paul Walker,Running Scared,Ivana Milicevic,Wayne Kramer Chazz Palminteri ActionCrimeDramaThriller Paul Walker Ivana Milicevic
2521,Rowdy Herrington,Jeremy Northam,BiographyDramaRomanceSport,Aidan Quinn,Bobby Jones: Stroke of Genius,Paul Freeman,Rowdy Herrington Jeremy Northam BiographyDramaRomanceSport Aidan Quinn Paul Freeman
2522,Jim Goddard,Paul Freeman,AdventureCrimeDramaRomance,Victor Wong,Shanghai Surprise,Clyde Kusatsu,Jim Goddard Paul Freeman AdventureCrimeDramaRomance Victor Wong Clyde Kusatsu
2523,Neil Burger,Eddie Marsan,DramaMysteryRomanceThriller,Rufus Sewell,The Illusionist,Jake Wood,Neil Burger Eddie Marsan DramaMysteryRomanceThriller Rufus Sewell Jake Wood
2524,Noel Marshall,Melanie Griffith,AdventureHorrorThriller,Tippi Hedren,Roar,Zakes Mokae,Noel Marshall Melanie Griffith AdventureHorrorThriller Tippi Hedren Zakes Mokae
2525,Joel Schumacher,David Murray,BiographyCrimeDramaThriller,Brenda Fricker,Veronica Guerin,Gerard McSorley,Joel Schumacher David Murray BiographyCrimeDramaThriller Brenda Fricker Gerard McSorley
2526,Andrea Di Stefano,Brady Corbet,CrimeDramaRomanceThriller,Josh Hutcherson,Escobar: Paradise Lost,Carlos Bardem,Andrea Di Stefano Brady Corbet CrimeDramaRomanceThriller Josh Hutcherson Carlos Bardem
2527,Richard Kelly,Curtis Armstrong,ComedyMysterySci-FiThriller,Janeane Garofalo,Southland Tales,Chris Andrew Ciulla,Richard Kelly Curtis Armstrong ComedyMysterySci-FiThriller Janeane Garofalo Chris Andrew Ciulla
2528,Guillaume Ivernel,Jess Harnell,AdventureAnimationFamilyFantasy,Rob Paulsen,Dragon Hunters,Mary Mouser,Guillaume Ivernel Jess Harnell AdventureAnimationFamilyFantasy Rob Paulsen Mary Mouser
2529,Jack Smight,Jan-Michael Vincent,Sci-Fi,George Peppard,Damnation Alley,Paul Winfield,Jack Smight Jan-Michael Vincent Sci-Fi George Peppard Paul Winfield
2530,Todd Lincoln,Rick Gomez,HorrorThriller,Julianna Guill,The Apparition,Tim Williams,Todd Lincoln Rick Gomez HorrorThriller Julianna Guill Tim Williams
2531,Howard Zieff,Jamie Lee Curtis,ComedyDramaFamilyRomance,Macaulay Culkin,My Girl,Griffin Dunne,Howard Zieff Jamie Lee Curtis ComedyDramaFamilyRomance Macaulay Culkin Griffin Dunne
2532,Steven Shainberg,Ty Burrell,BiographyDramaRomance,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus,Matt Servitto,Steven Shainberg Ty Burrell BiographyDramaRomance Robert Downey Jr. Matt Servitto
2533,Neil Burger,Eddie Marsan,DramaMysteryRomanceThriller,Rufus Sewell,The Illusionist,Jake Wood,Neil Burger Eddie Marsan DramaMysteryRomanceThriller Rufus Sewell Jake Wood
2534,Oliver Stone,Tamara Tunie,CrimeDrama,Hal Holbrook,Wall Street,James Karen,Oliver Stone Tamara Tunie CrimeDrama Hal Holbrook James Karen
2535,Ang Lee,Kate Winslet,DramaRomance,Alan Rickman,Sense and Sensibility,Tom Wilkinson,Ang Lee Kate Winslet DramaRomance Alan Rickman Tom Wilkinson
2536,Julian Jarrold,Julie Walters,BiographyDramaRomance,Anne Hathaway,Becoming Jane,Laurence Fox,Julian Jarrold Julie Walters BiographyDramaRomance Anne Hathaway Laurence Fox
2537,Joe Nussbaum,Matt Long,ComedyRomance,Danny Strong,Sydney White,Samm Levine,Joe Nussbaum Matt Long ComedyRomance Danny Strong Samm Levine
2538,Vadim Perelman,Kim Dickens,Drama,Frances Fisher,House of Sand and Fog,Ron Eldard,Vadim Perelman Kim Dickens Drama Frances Fisher Ron Eldard
2539,Peter Weir,Josh Charles,ComedyDrama,Robin Williams,Dead Poets Society,Kurtwood Smith,Peter Weir Josh Charles ComedyDrama Robin Williams Kurtwood Smith
2540,Peter Farrelly,Mike Starr,Comedy,Lauren Holly,Dumb & Dumber,Teri Garr,Peter Farrelly Mike Starr Comedy Lauren Holly Teri Garr
2541,Rob Reiner,Gretchen Palmer,ComedyDramaRomance,Bruno Kirby,When Harry Met Sally...,Harley Jane Kozak,Rob Reiner Gretchen Palmer ComedyDramaRomance Bruno Kirby Harley Jane Kozak
2542,Sidney Lumet,James Mason,Drama,Charlotte Rampling,The Verdict,Jack Warden,Sidney Lumet James Mason Drama Charlotte Rampling Jack Warden
2543,Todd Phillips,Rachel Blanchard,Comedy,Ethan Suplee,Road Trip,Paulo Costanzo,Todd Phillips Rachel Blanchard Comedy Ethan Suplee Paulo Costanzo
2544,Brian Robbins,Ron Lester,ComedyDramaRomanceSport,Paul Walker,Varsity Blues,Mark Walters,Brian Robbins Ron Lester ComedyDramaRomanceSport Paul Walker Mark Walters
2545,Michel Hazanavicius,Ed Lauter,ComedyDramaRomance,Bérénice Bejo,The Artist,Beth Grant,Michel Hazanavicius Ed Lauter ComedyDramaRomance Bérénice Bejo Beth Grant
2546,David S. Goyer,Atticus Shaffer,DramaFantasyHorrorMysteryThriller,Gary Oldman,The Unborn,Rachel Brosnahan,David S. Goyer Atticus Shaffer DramaFantasyHorrorMysteryThriller Gary Oldman Rachel Brosnahan
2547,Wes Anderson,Bill Murray,AdventureComedyDramaRomance,Bruce Willis,Moonrise Kingdom,Bob Balaban,Wes Anderson Bill Murray AdventureComedyDramaRomance Bruce Willis Bob Balaban
2548,Jonathan Liebesman,Jordana Brewster,Horror,Matt Bomer,The Texas Chainsaw Massacre: The Beginning,Lew Temple,Jonathan Liebesman Jordana Brewster Horror Matt Bomer Lew Temple
2549,Cyrus Nowrasteh,Vincent Walsh,Drama,Clive Russell,The Young Messiah,Finn Ireland,Cyrus Nowrasteh Vincent Walsh Drama Clive Russell Finn Ireland
2550,Perry Andelin Blake,Kenan Thompson,ComedyFamily,Jennifer Esposito,The Master of Disguise,James Brolin,Perry Andelin Blake Kenan Thompson ComedyFamily Jennifer Esposito James Brolin
2551,Guillermo del Toro,Maribel Verdú,DramaFantasyWar,Ivana Baquero,Pan's Labyrinth,Sergi López,Guillermo del Toro Maribel Verdú DramaFantasyWar Ivana Baquero Sergi López
2553,John Whitesell,Angus T. Jones,ActionComedyCrimeFamily,Leslie Bibb,See Spot Run,Paul Sorvino,John Whitesell Angus T. Jones ActionComedyCrimeFamily Leslie Bibb Paul Sorvino
2554,John Singleton,Snoop Dogg,CrimeDramaRomanceThriller,Mo'Nique,Baby Boy,Angell Conwell,John Singleton Snoop Dogg CrimeDramaRomanceThriller Mo'Nique Angell Conwell
2555,Christian E. Christiansen,Danneel Ackles,DramaHorrorThriller,Leighton Meester,The Roommate,Frances Fisher,Christian E. Christiansen Danneel Ackles DramaHorrorThriller Leighton Meester Frances Fisher
2556,Dennie Gordon,Erik Per Sullivan,AdventureComedyDrama,Brittany Daniel,Joe Dirt,Fred Ward,Dennie Gordon Erik Per Sullivan AdventureComedyDrama Brittany Daniel Fred Ward
2557,Sheldon Lettich,Alonna Shaw,ActionCrime,Bolo Yeung,Double Impact,Kamel Krifa,Sheldon Lettich Alonna Shaw ActionCrime Bolo Yeung Kamel Krifa
